#
# JB travel-time table for Pg
#
# number of distance and depth samples
24 8
# delta samples
0.000 0.025 0.050 0.100 0.250 0.500 0.750 1.000 1.500 2.000 2.500 3.000 3.500 4.000 4.500 5.000 5.500 6.000 6.500 7.000 7.500 8.000 8.500 9.000 
# depth samples
    0.000000    1.000000    2.500000    5.000000    7.500000   10.000000   12.500000   15.000000
#
# travel times (rows - delta, columns - depth)
#
    0.000114    0.000313    0.000959    0.001877    0.002780    0.003677    0.004573    0.005111
    0.000101    0.000281    0.000864    0.001690    0.002502    0.003309    0.004116    0.004600
    0.000093    0.000256    0.000785    0.001536    0.002275    0.003009    0.003742    0.004182
    0.000085    0.000234    0.000719    0.001408    0.002085    0.002758    0.003430    0.003834
    0.000079    0.000217    0.000664    0.001300    0.001925    0.002546    0.003166    0.003539
    0.000072    0.000201    0.000617    0.001207    0.001787    0.002364    0.002940    0.003287
    0.000068    0.000188    0.000575    0.001126    0.001668    0.002207    0.002745    0.003067
    0.000064    0.000176    0.000540    0.001056    0.001564    0.002069    0.002573    0.002876
    0.000060    0.000166    0.000508    0.000994    0.001472    0.001947    0.002422    0.002707
    0.000056    0.000156    0.000480    0.000939    0.001390    0.001839    0.002287    0.002556
#
# JB travel-time table for Pg
#
