#
# JB travel-time table for sP
#
# number of distance and depth samples
76 35
# delta samples
25.000 26.000 27.000 28.000 29.000 30.000 31.000 32.000 33.000 34.000 35.000 36.000 37.000 38.000 39.000 40.000 41.000 42.000 43.000 44.000 45.000 46.000 47.000 48.000 49.000 
50.000 51.000 52.000 53.000 54.000 55.000 56.000 57.000 58.000 59.000 60.000 61.000 62.000 63.000 64.000 65.000 66.000 67.000 68.000 69.000 70.000 71.000 72.000 73.000 74.000 
75.000 76.000 77.000 78.000 79.000 80.000 81.000 82.000 83.000 84.000 85.000 86.000 87.000 88.000 89.000 90.000 91.000 92.000 93.000 94.000 95.000 96.000 97.000 98.000 99.000 
100.000 
# depth samples
    1.000000    2.500000    5.000000    7.500000   10.000000   12.500000   15.000000   17.500000   19.900000   20.000000   22.500000   25.000000   27.500000   30.000000   32.500000   34.900000   35.000000   40.000000   45.000000   50.000000   75.000000  100.000000  150.000000  200.000000  250.000000  300.000000  350.000000  400.000000  450.000000  500.000000  550.000000  600.000000  650.000000  700.000000  750.000000
#
# travel times (rows - delta, columns - depth)
#
  327.076240  327.490514  328.180737  328.870670  329.560311  330.249660  330.938717  331.677897  332.387271  332.416823  333.155496  333.893916  334.632081  335.369993  336.107649  335.645862  335.669284  336.834651  337.988817  339.131779  344.678559  349.861808  359.436619  370.179780  379.809540  389.232101  398.718302  407.744485  416.533914  425.141160  432.981213  440.101596  447.640298  454.949113  460.346943
  336.474965  336.887324  337.574355  338.261092  338.947536  339.633685  340.319540  341.055017  341.760834  341.790238  342.525202  343.259911  343.994362  344.728556  345.462493  345.301313  345.323461  346.427495  347.524933  348.615773  353.971022  359.108033  368.918254  379.583837  389.317567  398.766619  408.219059  417.486446  426.189628  434.559490  442.536093  450.127991  457.548010  464.635006  470.110613
  345.674467  346.086079  346.771865  347.457355  348.142551  348.827452  349.512057  350.246092  350.950524  350.979870  351.713390  352.446653  353.179658  353.912404  354.644892  354.726812  354.748208  355.815939  356.879687  357.939452  363.178531  368.279799  378.205815  388.856021  398.765674  408.250051  417.619516  427.046949  435.758639  443.982794  452.039181  459.939621  467.265119  474.176818  479.717864
  354.773734  355.184245  355.868195  356.551848  357.235206  357.918266  358.601030  359.332943  360.035336  360.064598  360.795993  361.527129  362.258005  362.988621  363.718977  364.015001  364.035785  365.074200  366.111123  367.146551  372.301290  377.399300  387.494558  398.057761  408.087062  417.612038  426.919831  436.442559  445.076333  453.307988  461.490479  469.536487  476.781886  483.639403  489.268694
  363.774221  364.185464  364.870633  365.555506  366.240085  366.924368  367.608355  368.341677  369.045424  369.074742  369.807549  370.540097  371.272387  372.004418  372.736190  373.067333  373.087720  374.107193  375.126914  376.146885  381.250474  386.352747  396.580342  407.150807  417.214931  426.782220  436.119768  445.648431  454.413999  462.557885  470.756997  479.010056  486.217790  492.980582  498.694375
  372.772780  373.181860  373.863423  374.544688  375.225654  375.906322  376.586692  377.315851  378.015598  378.044749  378.773386  379.501761  380.229875  380.957726  381.685315  382.083807  382.104012  383.114915  384.127062  385.140454  390.226084  395.345524  405.676194  416.161819  426.282880  435.892943  445.219879  454.785018  463.530226  471.709672  479.965101  488.266308  495.546325  502.290151  508.032365
  381.573016  381.982450  382.664603  383.346458  384.028016  384.709276  385.390238  386.120077  386.820478  386.849656  387.578975  388.308033  389.036829  389.765363  390.493636  390.992983  391.013665  392.047567  393.081096  394.114251  399.274425  404.421494  414.689816  425.086738  435.151135  444.900150  454.378870  463.614074  472.438788  480.877538  489.132766  497.171950  504.586405  511.435005  517.212365
