#
# JB travel-time table for Sg
#
# number of distance and depth samples
24 8
# delta samples
0.000 0.025 0.050 0.100 0.250 0.500 0.750 1.000 1.500 2.000 2.500 3.000 3.500 4.000 4.500 5.000 5.500 6.000 6.500 7.000 7.500 8.000 8.500 9.000 
# depth samples
    0.000000    1.000000    2.500000    5.000000    7.500000   10.000000   12.500000   15.000000
#
# travel times (rows - delta, columns - depth)
#
    0.000188    0.000521    0.001600    0.003131    0.004637    0.006132    0.007627    0.008523
    0.000169    0.000469    0.001440    0.002818    0.004173    0.005519    0.006864    0.007672
    0.000154    0.000426    0.001309    0.002562    0.003793    0.005017    0.006241    0.006974
    0.000142    0.000391    0.001200    0.002348    0.003478    0.004599    0.005721    0.006393
    0.000130    0.000361    0.001108    0.002168    0.003210    0.004245    0.005281    0.005902
    0.000122    0.000335    0.001028    0.002013    0.002981    0.003942    0.004904    0.005480
    0.000112    0.000312    0.000960    0.001879    0.002782    0.003679    0.004577    0.005115
    0.000106    0.000293    0.000900    0.001762    0.002608    0.003450    0.004291    0.004795
    0.000099    0.000276    0.000847    0.001658    0.002455    0.003247    0.004039    0.004513
    0.000093    0.000260    0.000800    0.001565    0.002318    0.003066    0.003814    0.004263
#
# JB travel-time table for Sg
#
