#
# JB travel-time table for PcP
#
# number of distance and depth samples
114 36
# delta samples
0.000 0.025 0.050 0.100 0.250 0.500 0.750 1.000 1.500 2.000 2.500 3.000 3.500 4.000 4.500 5.000 5.500 6.000 6.500 7.000 7.500 8.000 8.500 9.000 10.000 
11.000 12.000 13.000 14.000 15.000 16.000 17.000 18.000 19.000 20.000 21.000 22.000 23.000 24.000 25.000 26.000 27.000 28.000 29.000 30.000 31.000 32.000 33.000 34.000 35.000 
36.000 37.000 38.000 39.000 40.000 41.000 42.000 43.000 44.000 45.000 46.000 47.000 48.000 49.000 50.000 51.000 52.000 53.000 54.000 55.000 56.000 57.000 58.000 59.000 60.000 
61.000 62.000 63.000 64.000 65.000 66.000 67.000 68.000 69.000 70.000 71.000 72.000 73.000 74.000 75.000 76.000 77.000 78.000 79.000 80.000 81.000 82.000 83.000 84.000 85.000 
86.000 87.000 88.000 89.000 90.000 91.000 92.000 93.000 94.000 95.000 96.000 97.000 98.000 99.000 
# depth samples
    0.000000    1.000000    2.500000    5.000000    7.500000   10.000000   12.500000   15.000000   17.500000   19.900000   20.000000   22.500000   25.000000   27.500000   30.000000   32.500000   34.900000   35.000000   40.000000   45.000000   50.000000   75.000000  100.000000  150.000000  200.000000  250.000000  300.000000  350.000000  400.000000  450.000000  500.000000  550.000000  600.000000  650.000000  700.000000  750.000000
#
# travel times (rows - delta, columns - depth)
#
  514.299678  514.136052  513.890612  513.481545  513.072479  512.663412  512.254346  511.845279  511.436213  511.043509  511.027146  510.618079  510.209013  509.799946  509.390880  508.981813  508.657179  508.644399  508.005396  507.366393  506.727390  503.532376  500.348785  494.116535  488.011265  482.021553  476.147397  470.388640  464.708615  459.202398  453.906343  448.809972  443.839950  439.090407  434.357053  429.623698
  514.299678  514.136052  513.890612  513.481545  513.072479  512.663412  512.254346  511.845279  511.436213  511.043509  511.027146  510.618079  510.209013  509.799946  509.390880  508.981813  508.657186  508.644407  508.005424  507.366441  506.727457  503.532542  500.349035  494.116785  488.011515  482.021803  476.147647  470.388890  464.709062  459.202898  453.906843  448.810511  443.840686  439.091157  434.357803  429.624448
  514.299678  514.136052  513.890612  513.481545  513.072479  512.663412  512.254346  511.845279  511.436213  511.043509  511.027146  510.618079  510.209013  509.799946  509.390880  508.981813  508.657194  508.644415  508.005451  507.366488  506.727524  503.532707  500.349285  494.117035  488.011765  482.022053  476.147897  470.389141  464.709510  459.203398  453.907343  448.811050  443.841423  439.091907  434.358553  429.625198
  514.299678  514.136052  513.890612  513.481545  513.072479  512.663412  512.254346  511.845279  511.436213  511.043509  511.027146  510.618079  510.209013  509.799946  509.390880  508.981813  508.657209  508.644430  508.005506  507.366583  506.727659  503.533039  500.349785  494.117535  488.012265  482.022553  476.148397  470.389642  464.710405  459.204398  453.908343  448.812129  443.842896  439.093407  434.360053  429.626698
  514.299678  514.136052  513.890612  513.481545  513.072479  512.663412  512.254346  511.845279  511.436213  511.043509  511.027146  510.618079  510.209013  509.799946  509.390880  508.981813  508.657254  508.644478  508.005672  507.366867  506.728061  503.534033  500.351285  494.119035  488.013765  482.024053  476.149897  470.391144  464.713091  459.207398  453.911343  448.815364  443.847315  439.097907  434.364553  429.631198
  514.299678  514.136052  513.890612  513.481545  513.072479  512.663412  512.254346  511.845279  511.436213  511.043509  511.027146  510.618079  510.209013  509.799946  509.390880  508.981813  508.657329  508.644557  508.005948  507.367340  506.728731  503.535689  500.353785  494.121535  488.016265  482.026553  476.152397  470.393648  464.717567  459.212398  453.916343  448.820757  443.854680  439.105407  434.372053  429.638698
  514.299678  514.136052  513.890612  513.481545  513.072479  512.663412  512.254346  511.845279  511.436213  511.043509  511.027146  510.618079  510.209013  509.799946  509.390880  508.981813  508.657404  508.644636  508.006224  507.367813  506.729402  503.537346  500.356285  494.124035  488.018765  482.029053  476.154897  470.396152  464.722043  459.217398  453.921343  448.826150  443.862045  439.112907  434.379553  429.646198
  514.299678  514.136052  513.890612  513.481545  513.072479  512.663412  512.254346  511.845279  511.436213  511.043509  511.027146  510.618079  510.209013  509.799946  509.390880  508.981813  508.657479  508.644714  508.006500  507.368287  506.730073  503.539003  500.358785  494.126535  488.021265  482.031553  476.157397  470.398656  464.726519  459.222398  453.926343  448.831543  443.869410  439.120407  434.387053  429.653698
  514.399678  514.236052  513.990612  513.581545  513.172479  512.763412  512.354346  511.945279  511.536213  511.143509  511.127146  510.718079  510.309013  509.899946  509.490880  509.081813  508.757629  508.744872  508.107053  507.469233  506.831414  503.642316  500.463785  494.231535  488.126265  482.136553  476.262397  470.503664  464.835472  459.332398  454.036343  448.942329  443.984140  439.235407  434.502053  429.768698
  514.499678  514.336052  514.090612  513.681545  513.272479  512.863412  512.454346  512.045279  511.636213  511.243509  511.227146  510.818079  510.409013  509.999946  509.590880  509.181813  508.857778  508.845030  508.207605  507.570180  506.932755  503.745630  500.568785  494.336535  488.231265  482.241553  476.367397  470.608672  464.944424  459.442398  454.146343  449.053115  444.098870  439.350407  434.617053  429.883698
  514.599678  514.436052  514.190612  513.781545  513.372479  512.963412  512.554346  512.145279  511.736213  511.343509  511.327146  510.918079  510.509013  510.099946  509.690880  509.281813  508.957928  508.945188  508.308157  507.671127  507.034096  503.848943  500.673785  494.441535  488.336265  482.346553  476.472397  470.713679  465.053376  459.552398  454.256343  449.163900  444.213601  439.465407  434.732053  429.998698
  514.699678  514.536052  514.290612  513.881545  513.472479  513.063412  512.654346  512.245279  511.836213  511.443509  511.427146  511.018079  510.609013  510.199946  509.790880  509.381813  509.058078  509.045346  508.408709  507.772073  507.135437  503.952256  500.778785  494.546535  488.441265  482.451553  476.577397  470.818687  465.162329  459.662398  454.366343  449.274686  444.328331  439.580407  434.847053  430.113698
  514.849678  514.686052  514.440612  514.031545  513.622479  513.213412  512.804346  512.395279  511.986213  511.593509  511.577146  511.168079  510.759013  510.349946  509.940880  509.531813  509.208228  509.195503  508.559262  507.923020  507.286778  504.105570  500.933785  494.701535  488.596265  482.606553  476.732397  470.973695  465.321281  459.822398  454.526343  449.435472  444.493061  439.745407  435.012053  430.278698
  514.999678  514.836052  514.590612  514.181545  513.772479  513.363412  512.954346  512.545279  512.136213  511.743509  511.727146  511.318079  510.909013  510.499946  510.090880  509.681813  509.358378  509.345661  508.709814  508.073967  507.438119  504.258883  501.088785  494.856535  488.751265  482.761553  476.887397  471.128703  465.480234  459.982398  454.686343  449.596257  444.657791  439.910407  435.177053  430.443698
  515.199678  515.036052  514.790612  514.381545  513.972479  513.563412  513.154346  512.745279  512.336213  511.943509  511.927146  511.518079  511.109013  510.699946  510.290880  509.881813  509.558528  509.545819  508.910366  508.274913  507.639460  504.462196  501.293785  495.061535  488.956265  482.966553  477.092397  471.333711  465.689186  460.192398  454.896343  449.807043  444.872521  440.125407  435.392053  430.658698
  515.399678  515.236052  514.990612  514.581545  514.172479  513.763412  513.354346  512.945279  512.536213  512.143509  512.127146  511.718079  511.309013  510.899946  510.490880  510.081813  509.758678  509.745977  509.110918  508.475860  507.840802  504.665510  501.498785  495.266535  489.161265  483.171553  477.297397  471.538719  465.898138  460.402398  455.106343  450.017829  445.087251  440.340407  435.607053  430.873698
